	Lambda	X
4187	0.884	0.47411511992904815
4188	0.884	0.7502811564959528
4189	0.884	0.745641135292091
4190	0.884	0.5030846240004271
4191	0.884	0.6037434346456743
4192	0.884	0.8374633099928858
4193	0.884	0.4320300769925295
4194	0.884	0.5005763745930706
4195	0.884	0.6463757988373082
4196	0.884	0.37278799751437997
4197	0.884	0.48686955582437397
4198	0.884	0.640753133601378
4199	0.884	0.8104946640532529
4200	0.884	0.49574489203451355
4201	0.884	0.5354618155771967
4202	0.884	0.7598202413870667
4203	0.884	0.6055034607359204
4204	0.884	0.3609739083033293
4205	0.884	0.5265768677312581
4206	0.884	0.6233496275204946
4207	0.884	0.4772939201061727
4208	0.884	0.7477127306888403
4209	0.884	0.6295578531361151
4210	0.884	0.5236065258562158
4211	0.884	0.6281995964154898
4212	0.884	0.8033868717660521
4213	0.884	0.511963351654846
4214	0.884	0.5198803331107065
4215	0.884	0.8613458936770941
4216	0.884	0.755517834830164
4217	0.884	0.6141533509007501
4218	0.884	0.8277607178359324
4219	0.884	0.8753112323097025
4220	0.884	0.7712775717347102
4221	0.884	0.5819335699279722
4222	0.884	0.3892147048461388
4223	0.884	0.8309973169856938
4224	0.884	0.44760639511336314
4225	0.884	0.3458416074779148
4226	0.884	0.7823397704641765
4227	0.884	0.5584608839023195
4228	0.884	0.5996169207050479
4229	0.884	0.8410621070986958
4230	0.884	0.42328308418878063
4231	0.884	0.8584494053250202
4232	0.884	0.3802808346434888
4233	0.884	0.8222092031236098
4234	0.884	0.46847929140625255
4235	0.884	0.45504987034105415
4236	0.884	0.3377778628726228
4237	0.884	0.8554438485721543
4238	0.884	0.3877989019152119
4239	0.884	0.31648499100829763
4240	0.884	0.6345272589129783
4241	0.884	0.601397192569686
4242	0.884	0.3742059458026352
4243	0.884	0.637310069550273
4244	0.884	0.44957152029340613
4245	0.884	0.7794183390084295
4246	0.884	0.5647265296208326
4247	0.884	0.8019669268693324
4248	0.884	0.5151730269104886
4249	0.884	0.6205042405098236
4250	0.884	0.4703697241481093
4251	0.884	0.46384009440520224
4252	0.884	0.5040989954464975
4253	0.884	0.4352700282926126
4254	0.884	0.49676336866344695
4255	0.884	0.4993149151541058
4256	0.884	0.5224524685508491
4257	0.884	0.6096940913278073
4258	0.884	0.8656144018082267
4259	0.884	0.3622228916513055
4260	0.884	0.5140233220945497
4261	0.884	0.48117104119310217
4262	0.884	0.5658607854265196
4263	0.884	0.36341157263213963
4264	0.884	0.4938412400976541
4265	0.884	0.7762927460381844
4266	0.884	0.5713773587104122
4267	0.884	0.6153998545630962
4268	0.884	0.41611706173396174
4269	0.884	0.3926873657517278
4270	0.884	0.4398247693717162
4271	0.884	0.35553218397751707
4272	0.884	0.4533964175503433
4273	0.884	0.773939718063297
4274	0.884	0.5763479625208133
4275	0.884	0.3813052881848547
4276	0.884	0.44321267337981496
4277	0.884	0.3511564323878288
4278	0.884	0.7891026051228779
4279	0.884	0.543776916787908
4280	0.884	0.35844490757139624
4281	0.884	0.46036389975666897
4282	0.884	0.33275396218523073
4283	0.884	0.7647606837733999
4284	0.884	0.5954344683615054
4285	0.884	0.8445654515588269
4286	0.884	0.41471611073655323
4287	0.884	0.3952275276787637
4288	0.884	0.4342558692089446
4289	0.884	0.8679119878146757
4290	0.884	0.5162616459482046
4291	0.884	0.36936741080595714
4292	0.884	0.6306227210989638
4293	0.884	0.5972479220461369
4294	0.884	0.41839314563032426
4295	0.884	0.3443400238749913
4296	0.884	0.5626489449046703
4297	0.884	0.5807753325056579
4298	0.884	0.45224081867492477
4299	0.884	0.5729189894098632
4300	0.884	0.4835665129853635
4301	0.884	0.5454371516602178
4302	0.884	0.7723277257841803
4303	0.884	0.5797350190331996
4304	0.884	0.43798280227398945
4305	0.884	0.46275488888199107
4306	0.884	0.5507009791149426
4307	0.884	0.5076974203868747
4308	0.884	0.33923134340157707
4309	0.884	0.46730267162456657
4310	0.884	0.41287747597356467
4311	0.884	0.3979732463079782
4312	0.884	0.5289808424510944
4313	0.884	0.7530765903459005
4314	0.884	0.7833878766996348
4315	0.884	0.5562014984925717
4316	0.884	0.5787293678149414
4317	0.884	0.6065484701322567
4318	0.884	0.5753356492727195
4319	0.884	0.37800408065473357
4320	0.884	0.5776234078776661
4321	0.884	0.34159068377397056
4322	0.884	0.5703577023584309
4323	0.884	0.44574269575581
4324	0.884	0.5523428480387093
4325	0.884	0.47178331072194457
4326	0.884	0.624469723142265
4327	0.884	0.6111371931890446
4328	0.884	0.7811434174718023
4329	0.884	0.5610324409794553
4330	0.884	0.3566773416365465
4331	0.884	0.5416974159891474
4332	0.884	0.540214063671142
4333	0.884	0.5939580033145498
4334	0.884	0.8457673903026429
4335	0.884	0.4117652992282449
4336	0.884	0.4006981665415154
4337	0.884	0.7903966070482482
4338	0.884	0.7663920761712848
4339	0.884	0.5920779461465873
4340	0.884	0.8472715380996299
4341	0.884	0.408064285552984
4342	0.884	0.4093347707046519
4343	0.884	0.40532525681528186
4344	0.884	0.5312569316913105
4345	0.885	0.7511833030162463
4346	0.885	0.6234588376947628
4347	0.885	0.8192635597388715
4348	0.885	0.4759342311879101
4349	0.885	0.8824718338106331
4350	0.885	0.3193906158283319
4351	0.885	0.7463210064985762
4352	0.885	0.6329803545545379
4353	0.885	0.8088864002122346
4354	0.885	0.5000015072164721
4355	0.885	0.8849999999900788
4356	0.885	0.31282523677044577
4357	0.885	0.7363526020055015
4358	0.885	0.6520366509517803
4359	0.885	0.7859539203472966
4360	0.885	0.5512674164996858
4361	0.885	0.8735460085218949
4362	0.885	0.342406117196389
4363	0.885	0.7787320365544492
4364	0.885	0.5668320621878372
4365	0.885	0.865564901449419
4366	0.885	0.36275818382880654
4367	0.885	0.8040069713419762
4368	0.885	0.5111360197201323
4369	0.885	0.31423322758680206
4370	0.885	0.7385169275097535
4371	0.885	0.6479528845733573
4372	0.885	0.7911083878773643
4373	0.885	0.5399844688005365
4374	0.885	0.8780269217003583
4375	0.885	0.33088447601321713
4376	0.885	0.763005543969319
4377	0.885	0.5997057618379537
4378	0.885	0.8419374557952454
4379	0.885	0.42162370839774144
4380	0.885	0.8583076289952962
4381	0.885	0.38106682360666405
4382	0.885	0.8239394607012314
4383	0.885	0.4649227767873014
4384	0.885	0.8796318592483747
4385	0.885	0.32674167931036435
4386	0.885	0.7571053880875335
4387	0.885	0.6116657376832623
4388	0.885	0.8310993007256323
4389	0.885	0.4478682028922846
4390	0.885	0.7800440124256717
4391	0.885	0.5640259392436301
4392	0.885	0.8671573155716198
4393	0.885	0.3587152836413348
4394	0.885	0.799244578461515
4395	0.885	0.5218876647637316
4396	0.885	0.31825785413625135
4397	0.885	0.7446236486670272
4398	0.885	0.6362695136181096
4399	0.885	0.8051329907989391
4400	0.885	0.5085770882277563
4401	0.885	0.6496139764124192
4402	0.885	0.7890274460645436
4403	0.885	0.5445567872274927
4404	0.885	0.8763437158554183
4405	0.885	0.33522026625461343
4406	0.885	0.7690421292304231
4407	0.885	0.5872560265732033
4408	0.885	0.8519567579784684
4409	0.885	0.3969266057384036
4410	0.885	0.8390052785785931
4411	0.885	0.42877345886476015
4412	0.885	0.8629360199942142
4413	0.885	0.3694126052512144
4414	0.885	0.8115628633822022
4415	0.885	0.49384394110579305
4416	0.885	0.6507886127068018
4417	0.885	0.7875429410432442
4418	0.885	0.5478043816442663
4419	0.885	0.8750383334921817
4420	0.885	0.33857636905623395
4421	0.885	0.7736168158381694
4422	0.885	0.5776803651691019
4423	0.885	0.3798880846395549
4424	0.885	0.8227375937613652
4425	0.885	0.4677627730173801
4426	0.885	0.32458728163112693
4427	0.885	0.7539863521719495
4428	0.885	0.6179035615842653
4429	0.885	0.824980033068204
4430	0.885	0.4624585625431885
4431	0.885	0.32875566821859986
4432	0.885	0.759989784250666
4433	0.885	0.605844893290648
4434	0.885	0.83652169094813
4435	0.885	0.43480094344568604
4436	0.885	0.36038574232278514
4437	0.885	0.8012279943970284
4438	0.885	0.5174239346720431
4439	0.885	0.8836744471601359
4440	0.885	0.31627004384861684
4441	0.885	0.7416222845208139
4442	0.885	0.6420412523767062
4443	0.885	0.5239188273061915
4444	0.885	0.7640481723498436
4445	0.885	0.5975707502305118
4446	0.885	0.8437476068697183
4447	0.885	0.417191980068335
4448	0.885	0.8552212059590857
4449	0.885	0.38879376550762584
4450	0.885	0.4468170301067553
4451	0.885	0.34463505689736496
4452	0.885	0.7816572814681468
4453	0.885	0.5605622644298014
4454	0.885	0.8690299333939143
4455	0.885	0.35394950980104395
4456	0.885	0.7934651538894579
4457	0.885	0.5347782410154411
4458	0.885	0.44943112255161805
4459	0.885	0.7776817307251954
4460	0.885	0.569071573588613
4461	0.885	0.8642457556102252
4462	0.885	0.3661004257768477
4463	0.885	0.8078461154957438
4464	0.885	0.5023853068764914
4465	0.885	0.5046162396094773
4466	0.885	0.5493185680649953
4467	0.885	0.34021913970552253
4468	0.885	0.7758247490803004
4469	0.885	0.5730159406623673
4470	0.885	0.8618184088727757
4471	0.885	0.37223397943676734
4472	0.885	0.8146595672404907
4473	0.885	0.48667601460935456
4474	0.885	0.646190793253896
4475	0.885	0.5625852146194374
4476	0.885	0.3567026791272158
4477	0.885	0.7968256854474685
4478	0.885	0.5273040057072634
4479	0.885	0.3212714733343832
4480	0.885	0.7491184433885276
4481	0.885	0.6275202180833133
4482	0.885	0.7397385952271902
4483	0.885	0.5336443668907376
4484	0.885	0.32563236812969015
4485	0.885	0.7555037018324959
4486	0.885	0.614876356485009
4487	0.885	0.8279894178966258
4488	0.885	0.45530421688487044
4489	0.885	0.43037493903709534
4490	0.885	0.4368789717450541
4491	0.885	0.5252983688596731
4492	0.885	0.7473476512216297
4493	0.885	0.6309821694056326
4494	0.885	0.4948549193410616
4495	0.885	0.5744817062049761
4496	0.885	0.37459277695885296
4497	0.885	0.8171994407752636
4498	0.885	0.48076256805518497
4499	0.885	0.7427632932718159
4500	0.885	0.6398537462760268
4501	0.885	0.5680284052152388
4502	0.885	0.36453088767716246
4503	0.885	0.5064786459535663
4504	0.885	0.5788061737398543
4505	0.885	0.607557392283008
4506	0.885	0.834955380565735
4507	0.885	0.438588676063881
4508	0.885	0.3550946722182593
4509	0.885	0.7948701693327981
4510	0.885	0.5316605169264574
4511	0.885	0.6191080290168205
4512	0.885	0.5710727916723137
4513	0.885	0.5756802460799407
4514	0.885	0.8601039008602951
4515	0.885	0.3765532696494893
4516	0.885	0.6099549771355752
4517	0.885	0.8327218745601463
4518	0.885	0.4439714645091981
4519	0.885	0.8713255466658154
4520	0.885	0.34809052499363513
4521	0.885	0.38325720962731163
4522	0.885	0.8261428061566544
4523	0.885	0.4596991150822715
4524	0.885	0.41990891037075245
4525	0.885	0.8571330799566278
4526	0.885	0.457916457165133
4527	0.885	0.3328182235533721
4528	0.885	0.7657153967952418
4529	0.885	0.5941434270376952
4530	0.885	0.8465740227365515
4531	0.885	0.41024524096511883
4532	0.885	0.8500498884812062
4533	0.885	0.4016579999027891
4534	0.885	0.41878374193125034
4535	0.885	0.3859748059579051
4536	0.885	0.4533174451447428
4537	0.885	0.337391214497116
4538	0.885	0.7720111340741844
4539	0.885	0.5810550447502607
4540	0.885	0.5830043062367307
4541	0.885	0.7828987487262414
4542	0.885	0.5578870364061023
4543	0.885	0.35043997924842585
4544	0.885	0.4270661580564196
4545	0.885	0.5359422560719908
4546	0.885	0.47814663255800016
4547	0.885	0.39801445709982497
4548	0.885	0.48449617782481486
4549	0.885	0.6441221147194606
4550	0.885	0.5295354326538768
4551	0.885	0.881192954407282
4552	0.885	0.3227040820014285
4553	0.885	0.5100722499012074
4554	0.885	0.5420263532332869
4555	0.885	0.5953033687833815
4556	0.885	0.41257295510267267
4557	0.885	0.37048969273901905
4558	0.885	0.8127525981866386
4559	0.885	0.4910955594142582
4560	0.885	0.5887334231346982
4561	0.885	0.3997100966824535
4562	0.885	0.42284999138941387
4563	0.885	0.4699249901096034
4564	0.885	0.6223102765436124
4565	0.885	0.8204659693596654
4566	0.885	0.473112346056483
4567	0.885	0.4879243909404187
4568	0.885	0.5380153557068384
4569	0.885	0.6046824421640413
4570	0.885	0.8375711154737504
4571	0.885	0.43225727538225345
4572	0.885	0.7373612363181249
4573	0.885	0.5460020668165272
4574	0.885	0.4457570112320745
4575	0.885	0.3459021579424645
4576	0.885	0.34932696459645757
4577	0.885	0.4638040331927899
4578	0.885	0.758394834076393
4579	0.885	0.44197332771186076
4580	0.885	0.5653595765629901
4581	0.885	0.49277954691641457
4582	0.885	0.8294404714146704
4583	0.885	0.45183998046180995
4584	0.885	0.37807040931343633
4585	0.885	0.8159320136937382
4586	0.885	0.4568581280627186
4587	0.885	0.33382975170459417
4588	0.885	0.7671216483757985
4589	0.885	0.5912399112598764
4590	0.885	0.8488916902839627
4591	0.885	0.40452473799365185
4592	0.885	0.8454873377169586
4593	0.885	0.36831339991473677
4594	0.885	0.8103391171394729
4595	0.885	0.49666369382616576
4596	0.885	0.34125302894687876
4597	0.885	0.4983672973486062
4598	0.885	0.7700742575324887
4599	0.885	0.5851061177635721
4600	0.885	0.8535554147352865
4601	0.885	0.39294897611801466
4602	0.885	0.4660349267960784
4603	0.885	0.38744257254350156
4604	0.885	0.7524098373568044
4605	0.885	0.621033931160171
4606	0.885	0.6288778397170651
4607	0.885	0.4894885486196973
4608	0.885	0.5964966926645595
4609	0.885	0.4149926363487817
4610	0.885	0.8182388515887691
4611	0.885	0.5431960205074675
4612	0.885	0.3954983194450407
4613	0.885	0.8062392767856443
4614	0.885	0.38438833015937757
4615	0.885	0.5899985270173301
4616	0.885	0.3671726439973945
4617	0.885	0.4055909821239532
4618	0.885	0.4828218050785259
4619	0.885	0.7980029932606911
4620	0.885	0.5929127749711057
4621	0.885	0.4078019998523669
4622	0.885	0.40917196760853003
4623	0.885	0.3363863376660608
4624	0.885	0.39079602145459397
4625	0.885	0.43370755026569546
4626	0.885	0.5132229788326127
4627	0.885	0.872372336087851
4628	0.885	0.8701555461613616
4629	0.885	0.8478091780850519
4630	0.885	0.8338973370951723
4631	0.885	0.3516973183298227
4632	0.885	0.5013028210759559
4633	0.885	0.5800406281742065
4634	0.885	0.41136241243280075
4635	0.885	0.47148437699866363
4636	0.885	0.625302918388728
4637	0.885	0.3940605540899324
4638	0.885	0.4139408822420785
4639	0.885	0.6087053262208013
4640	0.885	0.5409922051660412
4641	0.885	0.41616036828673675
4642	0.885	0.3435008552270162
4643	0.885	0.6347236247209983
4644	0.885	0.7923533966112334
4645	0.885	0.5861976385968171
4646	0.885	0.5306076181012058
4647	0.885	0.8215639345171283
4648	0.885	0.6163677288348481
4649	0.885	0.5197939400349316
4650	0.885	0.5161600281188881
4651	0.885	0.6012280749311628
4652	0.885	0.8406236388961928
4653	0.885	0.4248317480998051
4654	0.885	0.6388076835569023
4655	0.885	0.6137833701572455
4656	0.885	0.46085624063648006
4657	0.885	0.7619506401580973
4658	0.885	0.3735327436865734
4659	0.885	0.5208097756375345
4660	0.885	0.6377827079828414
4661	0.885	0.4747619532980637
4662	0.885	0.7747359085390824
4663	0.885	0.790052330969226
4664	0.885	0.8029497853773994
4665	0.885	0.3615608043913534
4666	0.885	0.5143018425607543
4667	0.885	0.31523522486914646
4668	0.885	0.4400698772877937
4669	0.885	0.47923643697880774
4670	0.885	0.45067400791226475
4671	0.885	0.6263468233289461
4672	0.885	0.602273313552262
4673	0.885	0.4031522711421017
4674	0.885	0.391816921300409
4675	0.885	0.4770256002120421
4676	0.885	0.5985809513749467
4677	0.885	0.485593522494396
4678	0.885	0.5528474756452804
4679	0.885	0.6299059594220582
4680	0.886	0.7988395799533673
4681	0.886	0.5233873697366184
4682	0.886	0.8836095985008425
4683	0.886	0.3167959879161746
4684	0.886	0.7432581097952412
4685	0.886	0.6396244658939924
4686	0.886	0.8021212693927878
4687	0.886	0.5159894047050008
4688	0.886	0.8848824248423002
4689	0.886	0.31348482802797784
4690	0.886	0.7382014887625166
4691	0.886	0.6492827655718181
4692	0.886	0.7903361163336251
4693	0.886	0.5422961068381073
4694	0.886	0.8781897459209467
4695	0.886	0.33083796868767945
4696	0.886	0.7638021029844504
4697	0.886	0.598751001596377
4698	0.886	0.8437038894493291
4699	0.886	0.41777069591980276
4700	0.886	0.8566004867434108
4701	0.886	0.3857805921503193
4702	0.886	0.8295689273804853
4703	0.886	0.45204305861246485
4704	0.886	0.8759634425918942
4705	0.886	0.33657840834487396
4706	0.886	0.7717748102301321
4707	0.886	0.5822076022993162
4708	0.886	0.4509706102142868
4709	0.886	0.3377444739252843
4710	0.886	0.7733637318109451
4711	0.886	0.5788666011182229
4712	0.886	0.8589437960161269
4713	0.886	0.3798984646318626
4714	0.886	0.823677885694833
4715	0.886	0.4660674764125121
4716	0.886	0.8809705039164806
4717	0.886	0.32364518971099726
4718	0.886	0.7534619816371422
4719	0.886	0.6196458262217812
4720	0.886	0.46496272140417494
4721	0.886	0.7547205962191935
4722	0.886	0.6171369918519447
4723	0.886	0.8266822059099055
4724	0.886	0.45893493292382115
4725	0.886	0.32968239902322
4726	0.886	0.7621670501416384
4727	0.886	0.6020976645384587
4728	0.886	0.8408135175394043
4729	0.886	0.42484806659071633
4730	0.886	0.8614209274762591
4731	0.886	0.3736580402590601
4732	0.886	0.8171205661345556
4733	0.886	0.48149011253757135
4734	0.886	0.7397203307753235
4735	0.886	0.6463988372271263
4736	0.886	0.793931809753848
4737	0.886	0.5343469864248308
4738	0.886	0.8250932391852899
4739	0.886	0.46271242558281206
4740	0.886	0.8799279539971149
4741	0.886	0.32634479946840084
4742	0.886	0.7573882459094449
4743	0.886	0.6117876362475227
4744	0.886	0.8319217326174054
4745	0.886	0.44639835183963567
4746	0.886	0.8734676287270375
4747	0.886	0.342994182307425
4748	0.886	0.7803883226121984
4749	0.886	0.5639244048235207
4750	0.886	0.8681935740003788
4751	0.886	0.35648190067646224
4752	0.886	0.7974584633534346
4753	0.886	0.5264842553186724
4754	0.886	0.3185488164178308
4755	0.886	0.7459024108582158
4756	0.886	0.6345093400296083
4757	0.886	0.8080643602247979
4758	0.886	0.5024527481104502
4759	0.886	0.8859736968826605
4760	0.886	0.3106419746685855
4761	0.886	0.7337962874308224
4762	0.886	0.6575633708372585
4763	0.886	0.5655030099358856
4764	0.886	0.35874120953403604
4765	0.886	0.800178666015571
4766	0.886	0.5203753207986913
4767	0.886	0.3152985260377667
4768	0.886	0.7409811974098173
4769	0.886	0.64399356149602
4770	0.886	0.5277764235522705
4771	0.886	0.7470944544496853
4772	0.886	0.6321891151442964
4773	0.886	0.8106914488088838
4774	0.886	0.49641288826207713
4775	0.886	0.5180874912609968
4776	0.886	0.5357545208722514
4777	0.886	0.32508025121171563
4778	0.886	0.6154666768335929
4779	0.886	0.828343366759308
4780	0.886	0.4549735854465405
4781	0.886	0.8771505981483796
4782	0.886	0.3335194034009293
4783	0.886	0.7675573351092984
4784	0.886	0.5910050446391741
4785	0.886	0.8500354901587878
4786	0.886	0.4021475620817882
4787	0.886	0.41590356613241614
4788	0.886	0.8552580779510989
4789	0.886	0.3891408807152576
4790	0.886	0.4442674272336192
4791	0.886	0.8724539745374534
4792	0.886	0.3455938969366254
4793	0.886	0.7837885117709041
4794	0.886	0.5565926784979416
4795	0.886	0.3466706077407508
4796	0.886	0.7851814533974786
4797	0.886	0.5535707341495381
4798	0.886	0.5042882917621124
4799	0.886	0.5248810400154604
4800	0.886	0.744495654177482
4801	0.886	0.6372360383962178
4802	0.886	0.8049221747648987
4803	0.886	0.5096318679113988
4804	0.886	0.7353346921502898
4805	0.886	0.6546858100755611
4806	0.886	0.7864648946760044
4807	0.886	0.5507769625847881
4808	0.886	0.8747509521914998
4809	0.886	0.3396978619741255
4810	0.886	0.7760022205229096
4811	0.886	0.5732868694952533
4812	0.886	0.8626204313328529
4813	0.886	0.3706280779525805
4814	0.886	0.8138233185707726
4815	0.886	0.4891683525902276
4816	0.886	0.3119101076352695
4817	0.886	0.5550909164005525
4818	0.886	0.7827568668442515
4819	0.886	0.5588239336185759
4820	0.886	0.8709139595845101
4821	0.886	0.34953685112623056
4822	0.886	0.7888456821165318
4823	0.886	0.545570831389238
4824	0.886	0.5894080598605257
4825	0.886	0.8512784099834908
4826	0.886	0.3990617970370558
4827	0.886	0.8418254344439202
4828	0.886	0.4223742401002369
4829	0.886	0.37778366324389523
4830	0.886	0.8214910317761598
4831	0.886	0.4712332032096137
4832	0.886	0.8823843126056271
4833	0.886	0.31997869043037425
4834	0.886	0.6303369781617011
4835	0.886	0.8127576330514531
4836	0.886	0.49163881094988965
4837	0.886	0.7648213771210455
4838	0.886	0.5966567288042219
4839	0.886	0.8454652025864152
4840	0.886	0.4134410126768102
4841	0.886	0.8534425860519862
4842	0.886	0.3936743599716638
4843	0.886	0.837029154172985
4844	0.886	0.434061418541573
4845	0.886	0.8670578584388733
4846	0.886	0.6128693160762686
4847	0.886	0.8308811651475101
4848	0.886	0.44889784410962436
4849	0.886	0.5722303649586209
4850	0.886	0.36894259932346973
4851	0.886	0.49349069775967114
4852	0.886	0.6563575906836988
4853	0.886	0.5620917609305255
4854	0.886	0.8691967274683363
4855	0.886	0.35392388835891236
4856	0.886	0.6206903314452565
4857	0.886	0.46749929584091915
4858	0.886	0.32256926152700693
4859	0.886	0.7518820510173627
4860	0.886	0.6227814313769754
4861	0.886	0.4726242412628189
4862	0.886	0.4983090625980693
4863	0.886	0.5192177478531448
4864	0.886	0.7950229174174888
4865	0.886	0.5319213067669225
4866	0.886	0.6240128896486711
4867	0.886	0.8196047789803587
4868	0.886	0.4756710010694738
4869	0.886	0.8038722572521805
4870	0.886	0.5120196362458389
4871	0.886	0.6529709348233872
4872	0.886	0.5525666520671569
4873	0.886	0.3417665007994572
4874	0.886	0.7787645180307122
4875	0.886	0.5674031149906893
4876	0.886	0.36152884069409835
4877	0.886	0.7366394809980253
4878	0.886	0.3720558921355258
4879	0.886	0.8153862913823022
4880	0.886	0.4855351793281412
4881	0.886	0.6508228219839209
4882	0.886	0.5465710201113
4883	0.886	0.33510844782700194
4884	0.886	0.7697570358913453
4885	0.886	0.5864294260920485
4886	0.886	0.5217069298090958
4887	0.886	0.6421358599890318
4888	0.886	0.6038314293645499
4889	0.886	0.8392795698967381
4890	0.886	0.42858990249691703
4891	0.886	0.8637975710469126
4892	0.886	0.36764949068615094
4893	0.886	0.7420571253794941
4894	0.886	0.34789125756750927
4895	0.886	0.5752894902861186
4896	0.886	0.5006530671008627
4897	0.886	0.42691215951127376
4898	0.886	0.4569839478937142
4899	0.886	0.5599902617901853
4900	0.886	0.351076916398187
4901	0.886	0.4234939788619009
4902	0.886	0.3759012655867573
4903	0.886	0.6384779740318113
4904	0.886	0.8333117832732196
4905	0.886	0.4430519462527244
4906	0.886	0.8657112606096465
4907	0.886	0.36279645405795885
4908	0.886	0.7662635035486415
4909	0.886	0.593683187325961
4910	0.886	0.8479031029677933
4911	0.886	0.40742727527926975
4912	0.886	0.40522225369685055
4913	0.886	0.4096225153066137
4914	0.886	0.40092935284066217
4915	0.886	0.3845953739329887
4916	0.886	0.5803817764428709
4917	0.886	0.8578997917621195
4918	0.886	0.38252166499645146
4919	0.886	0.7611055916043339
4920	0.886	0.3661895312098639
4921	0.886	0.5440214063731547
4922	0.886	0.3325134223371317
4923	0.886	0.41141090571325795
4924	0.886	0.39749766383772306
4925	0.886	0.4193822465160692
4926	0.886	0.4774524850009624
4927	0.886	0.6409028956745588
4928	0.886	0.645256911032959
4929	0.886	0.7505195273980932
4930	0.886	0.6254732417858061
4931	0.886	0.47931106521038974
4932	0.886	0.6182860645467971
4933	0.886	0.4616842476376606
4934	0.886	0.7586523864586132
4935	0.886	0.6092376654805537
4936	0.886	0.8343367449402315
4937	0.886	0.4405790397807959
4938	0.886	0.7876147159184453
4939	0.886	0.5482664469483929
4940	0.886	0.41482767894160216
4941	0.886	0.39110740894600315
4942	0.886	0.5405247514644353
4943	0.886	0.3551095637207862
4944	0.886	0.5302199263803282
4945	0.886	0.7494878164449158
4946	0.886	0.6275038748702876
4947	0.886	0.4844203190216579
4948	0.886	0.5954325284134256
4949	0.886	0.8464778278950859
4950	0.886	0.7814375152006843
4951	0.886	0.5140842933240082
4952	0.886	0.5833844395142279
4953	0.886	0.3878516186965142
4954	0.886	0.3605235321499611
4955	0.886	0.5330292322582555
4956	0.886	0.4698173450026167
4957	0.886	0.453145012493871
4958	0.886	0.8353467798050362
4959	0.886	0.43813767798864556
4960	0.886	0.3575835953113044
4961	0.886	0.38142265068916414
4962	0.886	0.7749925676618757
4963	0.886	0.48035445628726736
4964	0.886	0.32108384446050947
4965	0.886	0.4600747757749132
4966	0.886	0.32864214272867853
4967	0.886	0.6051142503505771
4968	0.886	0.8381285648656562
4969	0.886	0.4313910757122704
4970	0.886	0.5081178648604707
4971	0.886	0.6004578369059944
4972	0.886	0.42135609003053126
4973	0.886	0.6216926223312095
4974	0.886	0.7687221669912278
4975	0.886	0.792912887268153
4976	0.886	0.5765049576155487
4977	0.886	0.8522974545222634
4978	0.886	0.7916030719814761
4979	0.886	0.5395030489498832
4980	0.886	0.6062113246651091
4981	0.886	0.5370713646565491
4982	0.886	0.44761570666321077
4983	0.886	0.7962860809572166
4984	0.886	0.5291053194642162
4985	0.886	0.7483737299020798
4986	0.886	0.4949303402940877
4987	0.886	0.4740395251676391
4988	0.886	0.8070229982515548
4989	0.886	0.3867887120104082
4990	0.886	0.4829432282600793
4991	0.886	0.6481128671895197
4992	0.886	0.6073446189452807
4993	0.886	0.4363263530576699
4994	0.886	0.48721039707385866
4995	0.886	0.37884861669019504
4996	0.886	0.8225968072968333
4997	0.886	0.4686239349989691
4998	0.886	0.8183952582338933
4999	0.886	0.592531520929553
5000	0.886	0.36397517759046616
5001	0.886	0.5064322644229111
5002	0.886	0.3440834611649305
5003	0.886	0.3522257500697379
5004	0.886	0.5381287398196298
5005	0.886	0.44164092322857657
5006	0.886	0.39470770519937853
5007	0.886	0.7598356273119581
5008	0.886	0.43520741732483925
5009	0.886	0.5170294596734516
5010	0.886	0.6360713644618576
5011	0.886	0.406296883282071
5012	0.886	0.4393799593503049
5013	0.886	0.6290258546533736
5014	0.886	0.43293737028390156
5015	0.886	0.5847677245311097
5016	0.886	0.8059642119882695
5017	0.886	0.5109947673033941
5018	0.886	0.8602248480982364
5019	0.886	0.5692160865277193
5020	0.886	0.5578111177201633
5021	0.886	0.340742073855033
5022	0.886	0.77740068263245
5023	0.886	0.5703134824338781
5024	0.886	0.8095166747237524
5025	0.886	0.4637574542991043
5026	0.886	0.7561322788603759
5027	0.886	0.6143115640585568
5028	0.886	0.32743485599059985
5029	0.886	0.4298621786842433
5030	0.886	0.6105066264578636
5031	0.886	0.49053304949660365
5032	0.886	0.5497255458473626
5033	0.886	0.587602648507314
5034	0.886	0.3650282545114097
5035	0.886	0.3835744801777544
5036	0.886	0.5610490619510853
5037	0.886	0.8489134291016549
5038	0.887	0.868582256665255
5039	0.887	0.35589242147405886
5040	0.887	0.7976413750938617
5041	0.887	0.5266684431828765
5042	0.887	0.8838887518994833
5043	0.887	0.31642696201378556
5044	0.887	0.7435367862007698
5045	0.887	0.6398087877390404
5046	0.887	0.8028083189890497
5047	0.887	0.5150142332979494
5048	0.887	0.88601344985042
5049	0.887	0.31088884054027865
5050	0.887	0.7350097960760457
5051	0.887	0.6560344092592674
5052	0.887	0.7825471800217608
5053	0.887	0.5599079678211819
5054	0.887	0.8713368100772513
5055	0.887	0.3488483132284315
5056	0.887	0.7888606336253127
5057	0.887	0.5461537712066862
5058	0.887	0.8776922064891926
5059	0.887	0.3324971254979247
5060	0.887	0.7669967985298058
5061	0.887	0.5928348778451255
5062	0.887	0.8495428159958035
5063	0.887	0.40382428700354767
5064	0.887	0.8468192785486691
